软件名称,软件版本,依赖软件数,开发商,官网地址
cinder,15.1.0,173,openstack,https://opendev.org/openstack/cinder
CircleIndicator,2.1.6,2,ongakuer,https://github.com/ongakuer/CircleIndicator
civetweb,v1.15,0,civetweb,https://github.com/civetweb/civetweb
cJSON,1.7.15,0,DaveGamble,https://github.com/DaveGamble/cJSON
classic-flang-llvm-project,flang_20211215_12x,0,LLVM Group,https://github.com/flang-compiler/classic-flang-llvm-project
classic-flang-llvm-project,flang_20210421_12x,0,LLVM Group,https://github.com/flang-compiler/classic-flang-llvm-project
classnames,2.3.1,0,JedWatson,https://github.com/JedWatson/classnames
click,8.0.4,4,Pallets Team,https://github.com/pallets/click
clickhouse,21.8.8.29,0,Yandex,https://clickhouse.tech/
clickhouse-cpp,1.5.0,0,Yandex,https://github.com/ClickHouse/clickhouse-cpp
ClickHouse-Extras-libhdfs3,2.2.31,1,ClickHouse,https://github.com/ClickHouse-Extras/libhdfs3
ClickHouse-Native-JDBC,2.6.4,1,housepower,https://github.com/housepower/ClickHouse-Native-JDBC
client-node,0.15.0,157,brendandburns,https://github.com/kubernetes-client/javascript
client_golang,v1.11.1,78,prometheus,https://github.com/prometheus/client_golang
client_java,0.15.0,54,prometheus,https://prometheus.io/
cliff _ Command Line Interface Formulation Framework,3.9.0,16,openstack,https://opendev.org/openstack/cliff
clipboard.js,2.0.10,4,Zeno Rocha,https://clipboardjs.com/
cloning,1.10.3,1,kostaskougios,https://github.com/kostaskougios/cloning
cloud-provider-openstack,v1.19.3,764,openstack,https://github.com/kubernetes/cloud-provider-openstack
CMake,3.20.5,0,Kitware,http://www.cmake.org
Cmake Tools,1.7.3,0,microsoft,https://marketplace.visualstudio.com/items?itemName=ms-vscode.cmake-tools
CMSIS,5.8.0,0,ARM,http://www.arm.com/zh/products/processors/cortex-m/cortex-microcontroller-software-interface-standard.php
CocoaAsyncSocket,7.6.5,0,robbiehanson,https://github.com/robbiehanson/CocoaAsyncSocket
CocoaLumberjack,3.7.4,0,CocoaLumberjack,https://github.com/CocoaLumberjack/CocoaLumberjack
code-generator,v0.22.1,68,kubernetes-sigs,https://github.com/kubernetes/code-generator
Code::Blocks IDE,20.03,0,MortenMacFly,http://www.codeblocks.org
CodeMirror,5.65.2,0,codemirror,http://codemirror.net/
cofyc/argparse,v1.0.2,0,Yecheng Fu,https://github.com/cofyc/argparse
cog,v3.3.0,0,Ned Batchelder,http://nedbatchelder.com/code/cog
coil,1.2.0,0,coil-kt,https://github.com/coil-kt/coil
coin-or/Cbc,2.10.5,4,COIN-OR Foundation,https://github.com/coin-or/Cbc
common-annotations-api,2.0.0,0,eclipse-ee4j,https://eclipse.org/ee4j/ca
Commons CSV,1.9,0,apache,http://commons.apache.org/proper/commons-csv/
compiler-rt,8.0.1,0,llvm-mirror,http://compiler-rt.llvm.org/
components,10.1.3,2,Angular,https://material.angular.io/
composer,2.1.9,0,composer Composer,https://getcomposer.org/
compressing,1.5.1,32,N/A,https://github.com/node-modules/compressing
conan,1.43.4,20,Conan.io,https://conan.io
ConcurrencyKit,0.7.0,0,Samy Al Bahra,http://concurrencykit.org/
concurrent-log-handler,0.9.20,1,Preston-Landers,https://github.com/Preston-Landers/concurrent-log-handler
concurrentqueue,1.0.3,0,cameron314,https://github.com/cameron314/concurrentqueue
config,1.4.1,0,typesafehub,https://lightbend.github.io/config/
confluent-kafka-python,1.8.2,0,confluentinc,https://github.com/confluentinc/confluent-kafka-python
connected-react-router,v6.9.2,8,Supasate Choochaisri,https://github.com/supasate/connected-react-router
connexion,2.7.0,22,Zalando,https://connexion.readthedocs.io/en/latest/
conntrack-tools,1.4.6,3,netfilter,http://www.netfilter.org/projects/conntrack-tools/index.html
construct,2.10.68,0,openstack,https://construct.readthedocs.io/en/latest/
consul,v1.9.17,0,HashiCorp,http://www.consul.io/intro/
consul-client,1.5.3,19,HashiCorp,https://github.com/rickfast/consul-client
container-storage-interface/spec,v1.4.0,2,container-storage-interface,https://github.com/container-storage-interface/spec
containerd/containerd,1.5.10,263,containerd,https://www.containerd.io
containernetworking/cni,v0.8.1,0,containernetworking,https://github.com/containernetworking/cni
containernetworking/plugins,v0.9.1,70,containernetworking,https://github.com/containernetworking/plugins
contextlib2,21.6.0,0,jazzband,https://contextlib2.readthedocs.io/en/stable/
cookie-parser,1.4.6,2,expressjs,https://github.com/expressjs/cookie-parser
cordova-android,9.1.0,0,The Apache Software Foundation,http://cordova.apache.org/
core-js,3.21.1,303,zloirock,https://github.com/zloirock/core-js
coredns,1.8.3,211,CoreDNS,https://coredns.io/
CoreNlp,4.3.1,6,stanfordnlp,https://github.com/stanfordnlp/CoreNlp
Corosync,2.4.5,0,ClusterLabs,http://www.corosync.org
cortex-debug,1.2.0,0,Marcel Ball,https://github.com/Marus/cortex-debug
cos-java-sdk-v5,5.6.68,20,tencentyun,https://github.com/tencentyun/cos-java-sdk-v5
cpp-httplib,0.5.11,0,yhirose,https://github.com/yhirose/cpp-httplib
cpprestsdk,v2.10.15,1,Microsoft,https://github.com/Microsoft/cpprestsdk
cpuid,cpuid-20200427,0,Todd Allen,http://www.etallen.com/cpuid.html
CQengine,3.6.0,10,npgall,https://github.com/npgall/cqengine
creack/pty,1.1.17,0,https://github.com/kr,https://pkg.go.dev/github.com/creack/pty
cri-tools,v1.22.0,83,kubernetes,https://github.com/kubernetes-sigs/cri-tools
crmsh,4.3.0,2,ClusterLabs,https://github.com/ClusterLabs/crmsh
CRoaring,0.4.0,0,RoaringBitmap,https://github.com/RoaringBitmap/CRoaring
cron,bc59245fe10efaed9d51b56900192527ed733435,0,robfig,https://github.com/robfig/cron
cronie,1.5.7,1,Cronie cron daemon project,https://github.com/cronie-crond/cronie
croniter,1.0.10,2,kiorky,https://github.com/kiorky/croniter
cRonstrue,2.2.0,0,bradymholt,https://github.com/bradymholt/cronstrue
cropperjs,1.5.7,0,Fengyuan Chen,https://fengyuanchen.github.io/cropperjs/
crossbeam-channel,0.5.4,0,Crossbeam,https://github.com/crossbeam-rs/crossbeam
crypto-js,4.1.1,0,brix,https://github.com/brix/crypto-js
cryptsetup,v2.4.3,0,linux,https://gitlab.com/cryptsetup/cryptsetup
CrystalDiskInfo,8.16.4,0,hiyohiyo,https://osdn.net/projects/crystaldiskinfo/
css-loader,6.7.1,17,webpack-contrib,https://github.com/webpack/css-loader
css-vars-ponyfill,v2.4.7,3,John Hildenbiddle,https://jhildenbiddle.github.io/css-vars-ponyfill
css-what,2.1.3,0,Felix B_hm,https://github.com/fb55/css-what
cssnano,5.0.17,48,cssnano,https://cssnano.co/
CsvJdbc - CSV file JDBC driver,1.0.37,0,"jackerm,mfrasca,sbrienen,simoc",http://sourceforge.net/projects/csvjdbc/
CTMediator,46,0,casatwy,https://github.com/casatwy/CTMediator
cube-ui,v1.12.38,5,DiDi,https://didi.github.io/cube-ui/#/zh-CN
curl,7.78.0,2,curl,http://curl.haxx.se/
cx_Freeze,6.10,0,Marcelo Duarte,https://marcelotduarte.github.io/cx_Freeze/
cx_Oracle,8.1.0,0,oracle,https://oracle.github.io/python-cx_Oracle/
cybergarage-upnp,2.1.3,0,cybergarage,https://github.com/cybergarage/cybergarage-upnp
cyborg,3.0.1,131,openstack,https://opendev.org/openstack/cyborg
Cyrus SASL,2.1.28,1,cyrusimap,https://www.cyrusimap.org/sasl/
d3,6.6.2,36,d3,https://d3js.org
d3-flame-graph,4.1.3,14,Martin Spier,https://github.com/spiermar/d3-flame-graph
d3-hierarchy,3.0.1,0,Mike Bostock,https://observablehq.com/collection/@d3/d3-hierarchy
Dagger,2.42,6,Google,https://dagger.dev
Dagger,2.41,0,Google,https://dagger.dev
dain/leveldb,0.12,1,dain,https://github.com/dain/leveldb
Das U-Boot,2020.01,0,DENX,http://www.denx.de/wiki/U-Boot/WebHome
dash.js,4.2.1,9,Dash Industry Forum,https://reference.dashif.org/dash.js/nightly/samples/dash-if-reference-player/index.html
dask,2022.03.0,57,dask,https://dask.org/
Data Plane Development Kit (DPDK),21.11,0,Intel,https://www.dpdk.org/
DataFusion,8.0.0,0,apache,https://github.com/apache/arrow-datafusion
DataStax Java Driver for Apache Cassandra,4.14.0,30,DataStax,https://github.com/datastax/java-driver
DataTables,1.11.5,1,webjars,http://www.datatables.net/
date-fns,2.24.0,0,date-fns,https://date-fns.org/
datetimepicker,2.5.21,3,Chupurnov,https://xdsoft.net/jqplugins/datetimepicker/
dayjs,1.10.8,0,iamkun,https://day.js.org/
dbus,1.14.0,0,d-bus,http://www.freedesktop.org/wiki/Software/dbus/
dcodeIO/protobuf.js,6.10.2,7,protobufjs,https://github.com/protobufjs/protobuf.js
dds,4.0.3.1.3,0,hwCloudDBSDDS,https://github.com/hwCloudDBSDDS/dds
decorator,5.1.1,0,micheles,https://github.com/micheles/decorator
defusedxml,0.7.1,0,tiran,https://pypi.python.org/pypi/defusedxml
delfin,v1.5.0,103,sodafoundation,https://github.com/sodafoundation/delfin
delight-nashorn-sandbox,0.2.4,1,javadelight,https://github.com/javadelight/delight-nashorn-sandbox
detectron2,0.6,89,facebookresearch,https://github.com/facebookresearch/detectron2
Detours (Open Source),4.0.1,0,microsoft,https://www.microsoft.com/en-us/research/project/detours/
devkitdriver,v1.0.0,0,The Kunpeng Compute Community,https://github.com/kunpengcompute/devkitdriver
dexmaker,2.28.1,3,LinkedIn,https://github.com/linkedin/dexmaker
DGL,0.8.1,13,New York Univeristy,https://www.dgl.ai/
dhcpcd,9.4.1,0,Roy Marples,http://roy.marples.name/projects/dhcpcd/@https://github.com/rsmarples/dhcpcd
diff2html,3.4.3,6,rtfpessoa,https://github.com/rtfpessoa/diff2html
direct-vuex,0.12.1,0,paleo,https://github.com/paleo/direct-vuex
disruptor,3.4.4,2,conversant,http://lmax-exchange.github.io/disruptor/
Distributed Replicated Block Device - DRBD,9.0.32-1,0,LINBIT,http://www.drbd.org/
Django,3.2.14,0,Django,https://www.djangoproject.com/
Django,3.2.13,4,Django,https://www.djangoproject.com/
djangorestframework,3.12.4,8,Tom Christie,http://www.django-rest-framework.org
djl,0.13.0,4,amazon,https://github.com/deepjavalibrary/djl
dlmalloc-rs,0.2.1,0,Alex Crichton,https://github.com/alexcrichton/dlmalloc-rs
dlt-daemon,v2.18.6,0,Connected Vehicle Systems Alliance,https://covesa.global/
dmlc-core,0.4,0,DMLC,https://github.com/dmlc/dmlc-core
dns,v1.1.47,10,miekg,https://github.com/miekg/dns
dnsjava,3.4.3,1,dnsjava,https://github.com/dnsjava/dnsjava
dnspython,2.1.0,0,Dnspython,https://www.dnspython.org/
docker-compose,1.29.2,22,docker,https://www.docker.com/
docker-distribution,v2.8.1,0,docker,https://github.com/docker/distribution
docker-java,3.2.13,53,docker-java,https://github.com/docker-java/docker-java/
docker-py,5.0.3,17,Docker,https://docker-py.readthedocs.io/en/stable/
dogpile.cache,1.1.2,6,sqlalchemy,https://dogpilecache.sqlalchemy.org/en/latest/
Dojo Toolkit,1.14.9,0,dojotoolkit,http://dojotoolkit.org/
dokany,2.0.3.2000,0,Dokan,http://dokan-dev.github.io/
dom4j,2.1.3,7,dom4j,https://dom4j.github.io/
dosfstools,4.2,0,dosfstools,https://github.com/dosfstools/dosfstools
dozer,6.5.2,6,DozerMapper,http://dozer.sourceforge.net
dpdk-kmods,2644909a8aaac2544576d4fc07f700475df4cf07,0,Intel,https://git.dpdk.org/dpdk-kmods/
dpvs,1.8.2,0,iqiyi,https://github.com/iqiyi/dpvs
drbd-utils,9.20.2,0,LINBIT,http://www.drbd.org/
Drools,7.67.0.Final,151,kiegroup,http://www.drools.org/
dropbear,DROPBEAR_2020.81,0,Matt Johnston,https://matt.ucc.asn.au/dropbear/dropbear.html
druid,1.2.6,4,alibaba,https://github.com/alibaba/druid
DryIoc,v4.8.0,0,dadhi,https://github.com/dadhi/DryIoc
dtc,1.6.1,0,NA,https://git.kernel.org/pub/scm/utils/dtc/dtc.git
Dubbo,2.7.15,225,apache,https://dubbo.apache.org/zh/
dva,2.4.1,62,dvajs,https://dvajs.com/
e2fsprogs,1.46.4,1,Linux,http://e2fsprogs.sourceforge.net
easy-rules,4.0.0,11,Jeasy,https://github.com/j-easy/easy-rules
EasyPOI,4.3.0,14,lemur,https://gitee.com/lemur/easypoi
echarts,5.3.0,2,apache,http://echarts.apache.org/
echarts-for-react,3.0.2,2,hustcc,https://git.hust.cc/echarts-for-react/
echarts-gl,2.0.4,3,Baidu EFE team,https://echarts.apache.org/zh/index.html
echarts-liquidfill,3.0.0,0,ecomfe,https://ecomfe.github.io/echarts-liquidfill/example/
echarts-wordcloud,2.0.0,0,ecomfe,https://github.com/ecomfe/echarts-wordcloud
echo-nginx-module,0.62,0,openresty,http://wiki.nginx.org/HttpEchoModule
Eclipse Acceleo,3.7.11,2,eclipse,http://www.eclipse.org/acceleo/
Eclipse AspectJ,1.9.7,0,Eclipse Foundation,https://www.eclipse.org/aspectj/
Eclipse Babel Project,babel-R0.17.1,0,Eclipse Foundation,http://www.eclipse.org/babel/
Eclipse Collections,11.0.0,2,eclipse,https://github.com/eclipse/eclipse-collections
Eclipse EMF Compare,3.3.15,0,eclipse,https://www.eclipse.org/emf/compare/
Eclipse Epsilon,2.3,0,Eclipse,https://www.eclipse.org/epsilon/
Eclipse Equinox,4.19,0,Eclipse Foundation,http://www.eclipse.org/equinox/
Eclipse GMF Notation,1.13,0,Eclipse Foundation,https://www.eclipse.org/modeling/gmp/?project=gmf-notation
Eclipse GMF Runtime,1.13,0,Eclipse,https://www.eclipse.org/modeling/gmp/?project=gmf-runtime
Eclipse IDE for C/C++ Developers,4.14,6,Eclipse Foundation,https://www.eclipse.org/downloads/packages/release/2019-12/r/eclipse-ide-cc-developers
Eclipse Layout Kernel,0.7.1,0,eclipse,https://www.eclipse.org/elk/
Eclipse LSP4J,v0.12.0,0,Eclipse,https://projects.eclipse.org/proposals/eclipse-lsp4j
Eclipse SWT,4.14,0,Eclipse Foundation,https://www.eclipse.org/swt/
eclipse-ee4j/jaxb-api,3.0.0,1,eclipse-ee4j,https://github.com/eclipse-ee4j/jaxb-api
EclipseLink,2.7.8,2,apache,https://github.com/apache/olingo-odata2
Editline Library - libedit,3.1-20210910,0,Jess Thrysoee,http://www.thrysoee.dk/editline/
EDK II,edk2-stable202011,0,TianoCore,https://github.com/tianocore/edk2
ehcache,3.10.0,8,geosolutions-it,http://ehcache.org
Eigen,3.3.9,0,eigenteam,http://eigen.tuxfamily.org/index.php?title=Main_Page
ejdb,v2.0.59,1,Softmotions,https://github.com/Softmotions/ejdb
Elasticsearch REST Client,7.10.2,4,Elastic,https://www.elastic.co/guide/en/elasticsearch/client/java-rest/master/index.html
elasticsearch-analysis-ik,7.10.2,5,medcl,https://github.com/medcl/elasticsearch-analysis-ik
elasticsearch-analysis-pinyin,7.10.2,1,medcl,https://github.com/medcl/elasticsearch-analysis-pinyin
elasticsearch-analysis-stconvert,7.10.2,0,Medcl,https://github.com/medcl/elasticsearch-analysis-stconvert
elasticsearch-oss,7.10.2,90,elastic,https://www.elastic.co/
elasticsearch-spark-30_2.12,7.14.1,7,elastic,https://github.com/elastic/elasticsearch-hadoop
elasticsearch-sql,7.10.2.0,0,NLPchina,https://github.com/NLPchina/elasticsearch-sql/releases
elb-confd,v0.18.0,0,Kelsey Hightower,https://github.com/yanbinbingithub/elb-confd
electron,17.4.9,1,Electron Community,https://www.electronjs.org
electron,17.4.5,1,Electron Community,https://www.electronjs.org
electron,17.4.3,1,Electron Community,https://www.electronjs.org
electron,17.1.2,1,Electron Community,https://www.electronjs.org
element-plus,2.1.9,16,element-plus,https://element-plus.org
element-resize-event,3.0.6,0,KyleAMathews,https://github.com/KyleAMathews/element-resize-event
element-ui,2.15.0,10,ElemeFE,http://element.eleme.io
elfio,Release_3.9,0,Serge Lamikhov-Center,http://elfio.sourceforge.net/
elfutils,0.180,1,Elfutils Project,https://sourceware.org/elfutils/
Embree,3.12.2,0,intel,https://www.embree.org/
emmansun/gmsm,v0.11.5,6,emmansun,https://github.com/emmansun/gmsm
emmet,2.3.6,0,Emmet.io,https://github.com/emmetio/emmet
emotion,11.1.5,84,emotion-js,https://emotion.sh/
emscripten,3.1.0,0,emscripten-core,https://github.com/emscripten-core/emscripten
emsdk,3.1.0,0,emscripten-core,https://github.com/emscripten-core/emsdk
eos,1.3.0,0,Patrik Huber,https://github.com/patrikhuber/eos
Erlang,23.3,0,erlang,https://www.erlang.org/
erofs-utils,V1.2.1,0,HelloC,https://git.kernel.org/pub/scm/linux/kernel/git/xiang/erofs-utils.git
error-prone,2.4.0,35,google,https://errorprone.info
errors,5dd12d0cfe7f152f80558d591504ce685299311e,0,pkg,https://github.com/pkg/errors
es6-shim,0.35.6,0,paulmillr,https://github.com/paulmillr/es6-shim/
escodegen,v2.0.0,11,NACOPYRIGHT HOLDERS,http://github.com/estools/escodegen
esdk-obs-java,v3.21.12,11,huaweicloud,https://www.huaweicloud.com/product/obs.html
esdk-obs-python,3.22.2,1,ipxe,https://github.com/huaweicloud/huaweicloud-sdk-python-obs
eSDK_K8S_Plugin,V2.2.13,0,Huawei,https://github.com/Huawei/eSDK_K8S_Plugin
eslint,7.32.0,112,eslint,http://eslint.org£»https://github.com/eslint/eslint
espressif/crosstool-NG,esp-2021r1,0,espressif,https://www.espressif.com/
etcd,3.5.0,199,etcd,https://etcd.io/
ethtool,5.15,0,Linux,https://www.kernel.org/pub/software/network/ethtool/
eudev,3.2.10,0,gentoo,https://wiki.gentoo.org/wiki/Project:Eudev
eureka,1.10.17,63,Netflix,https://github.com/Netflix/eureka
evanphx/json-patch,v4.11.0,2,evanphx,https://github.com/evanphx/json-patch
EventBus,3.3.1,1,greenrobot,http://greenrobot.org/eventbus/
eventlet,v0.32.0,2,eventlet,http://eventlet.net/
events,v3.3.0,0,Gozala,https://github.com/Gozala/events
Excelize,v2.5.0,17,qax-os,https://github.com/qax-os/excelize
exceljs,4.2.1,81,guyonroche,https://github.com/guyonroche/exceljs
exfatprogs,1.1.3,0,exfatprogs,https://github.com/exfatprogs/exfatprogs
EXIF Tag Parsing Library - libexif,0.6.22,0,libexif,http://sourceforge.net/projects/libexif/
exiv2,v0.27.5,0,Exiv2,https://github.com/Exiv2/exiv2
ExoPlayer,r2.16.0,0,Google,https://exoplayer.dev/
expat,2.4.1,0,Expat development team,http://www.libexpat.org
express,4.18.1,56,expressjs,https://expressjs.com
express,4.17.3,49,expressjs,https://expressjs.com
express-http-proxy,1.6.3,14,villadora,https://github.com/villadora/express-http-proxy
express-session,1.17.2,10,expressjs,https://github.com/expressjs/session
external-attacher,v3.0.1,339,kubernetes-csi,https://github.com/kubernetes-csi/external-attacher
external-provisioner,v2.0.4,758,kubernetes-csi,https://github.com/kubernetes-csi/external-provisioner
external-resizer,v1.1.0,695,kubernetes-csi,https://github.com/kubernetes-csi/external-resizer/
f2fs-tools,1.14.0,0,Jaegeuk Kim,https://git.kernel.org/pub/scm/linux/kernel/git/jaegeuk/f2fs-tools.git/tag/?h=v1.14.0
fabric,2.6.0,9,Jeff Forcier,http://www.fabfile.org/index.html
fabric.js,5.2.1,0,fabricjs,http://fabricjs.com
facebook-ios-sdk,V13.2.0,0,facebook,https://developers.facebook.com/docs/ios
facebookincubator/BOLT,v1.0.1,1,facebookincubator,https://github.com/facebookincubator/BOLT
faiss,1.7.1,0,facebookresearch,https://github.com/facebookresearch/faiss
falcon-plus,v0.3,31,Open-Falcon,https://github.com/open-falcon/falcon-plus
FastAPI,0.70.0,6,tiangolo,https://fastapi.tiangolo.com/
FastCGI,2.4.2,0,Open Market,https://fastcgi-archives.github.io/
fasteners,0.17,0,harlowja,https://github.com/harlowja/fasteners
fastfreeze,1.3.0,0,Two Sigma,https://github.com/twosigma/fastfreeze
fasthttp,v1.35.0,10,github,https://github.com/valyala/fasthttp
fastjson,1.2.83,32,alibaba,https://github.com/alibaba/fastjson
fastjson,1.2.79,0,alibaba,https://github.com/alibaba/fastjson
fastutil: Fast & compact type-specific collections for Java,8.5.8,0,vigna,http://fastutil.di.unimi.it/
